"ID","Status","additionalInfo"
"td-event-names_cancellation","not-impl","data should have required property 'events'"
"td-event-names_data","not-impl","data should have required property 'events'"
"td-event-names_description","not-impl","data should have required property 'events'"
"td-event-names_descriptions","not-impl","data should have required property 'events'"
"td-event-names_forms","not-impl","data should have required property 'events'"
"td-event-names_scopes","not-impl","data should have required property 'events'"
"td-event-names_security","not-impl","data should have required property 'events'"
"td-event-names_subscription","not-impl","data should have required property 'events'"
"td-event-names_title","not-impl","data should have required property 'events'"
"td-event-names_titles","not-impl","data should have required property 'events'"
"td-event-names_uriVariables","not-impl","data should have required property 'events'"
"td-event-objects","not-impl","data should have required property 'events'"
"td-event-objects","not-impl","Error message can be seen in the children assertions"
"td-event-objects_cancellation","not-impl","data should have required property 'events'"
"td-event-objects_data","not-impl","data should have required property 'events'"
"td-event-objects_subscription","not-impl","data should have required property 'events'"
"td-event-response-object","not-impl",
"td-events","not-impl","Error message can be seen in the children assertions"
"td-events_existence","not-impl","data should have required property 'events'"
"td-events_uniqueness","pass",
"td-form-protocolbindings","null","not testable with Assertion Tester"
"td-forms-response","not-impl",
"td-integer-type","not-impl",
"td-jsonld-keywords","pass",
"td-jsonld-keywords_at-context","pass",
"td-jsonld-keywords_at-type","pass",
"td-links","not-impl","data should have required property 'links'"
"td-media-type","null","not testable with Assertion Tester"
"td-multi-languages","not-impl","Error message can be seen in the children assertions"
"td-multi-languages_descriptions","not-impl",
"td-multi-languages_titles","not-impl",
"td-number-type","not-impl",
"td-objects","not-impl","Error message can be seen in the children assertions"
"td-objects_securityDefinitions","pass",
"td-objects_version","not-impl","data should have required property 'version'"
"td-op-for-action","not-impl",
"td-op-for-event","not-impl",
"td-op-for-property","not-impl",
"td-op-for-thing","not-impl","data should have required property 'forms'"
"td-properties","pass",
"td-properties_existence","pass",
"td-properties_uniqueness","pass",
"td-property-arrays","not-impl","Error message can be seen in the children assertions"
"td-property-arrays_forms","pass",
"td-property-arrays_scopes","not-impl",
"td-property-arrays_security","not-impl",
"td-property-names","not-impl","Error message can be seen in the children assertions"
"td-property-names_const","not-impl","data.properties['operationStatus'] should have required property 'const', data.properties['rgbValue'] should have required property 'const'"
"td-property-names_description","not-impl","data.properties['operationStatus'] should have required property 'description', data.properties['rgbValue'] should have required property 'description'"
"td-property-names_descriptions","not-impl","data.properties['operationStatus'] should have required property 'descriptions', data.properties['rgbValue'] should have required property 'descriptions'"
"td-property-names_enum","not-impl","data.properties['operationStatus'] should have required property 'enum', data.properties['rgbValue'] should have required property 'enum'"
"td-property-names_forms","pass",
"td-property-names_items","not-impl","data.properties['operationStatus'] should have required property 'items', data.properties['rgbValue'] should have required property 'items'"
"td-property-names_maxItems","not-impl","data.properties['operationStatus'] should have required property 'maxItems', data.properties['rgbValue'] should have required property 'maxItems'"
"td-property-names_maximum","not-impl","data.properties['operationStatus'] should have required property 'maximum', data.properties['rgbValue'] should have required property 'maximum'"
"td-property-names_minItems","not-impl","data.properties['operationStatus'] should have required property 'minItems', data.properties['rgbValue'] should have required property 'minItems'"
"td-property-names_minimum","not-impl","data.properties['operationStatus'] should have required property 'minimum', data.properties['rgbValue'] should have required property 'minimum'"
"td-property-names_observable","pass",
"td-property-names_oneOf","not-impl","data.properties['operationStatus'] should have required property 'oneOf', data.properties['rgbValue'] should have required property 'oneOf'"
"td-property-names_properties","not-impl","data.properties['operationStatus'] should have required property 'properties'"
"td-property-names_readOnly","not-impl","data.properties['operationStatus'] should have required property 'readOnly', data.properties['rgbValue'] should have required property 'readOnly'"
"td-property-names_required","not-impl","data.properties['operationStatus'] should have required property 'required', data.properties['rgbValue'] should have required property 'required'"
"td-property-names_scopes","not-impl",
"td-property-names_security","not-impl",
"td-property-names_title","pass",
"td-property-names_titles","not-impl","data.properties['operationStatus'] should have required property 'titles', data.properties['rgbValue'] should have required property 'titles'"
"td-property-names_type","pass",
"td-property-names_unit","not-impl","data.properties['operationStatus'] should have required property 'unit', data.properties['rgbValue'] should have required property 'unit'"
"td-property-names_uriVariables","not-impl","data.properties['operationStatus'] should have required property 'uriVariables', data.properties['rgbValue'] should have required property 'uriVariables'"
"td-property-names_writeOnly","not-impl","data.properties['operationStatus'] should have required property 'writeOnly', data.properties['rgbValue'] should have required property 'writeOnly'"
"td-readOnly-observable-default","null","not testable with Assertion Tester"
"td-readOnly-observable-writeOnly-default","null","not testable with Assertion Tester"
"td-security-binding","null","not testable with Assertion Tester"
"td-security-mandatory","pass",
"td-security-no-extras","null","not testable with Assertion Tester"
"td-security-overrides","not-impl","Error message can be seen in the children assertions"
"td-security-overrides_form","not-impl",
"td-security-overrides_interaction","not-impl",
"td-simple-form","pass",
"td-string-type","not-impl",
"td-title-description","not-impl","Error message can be seen in the children assertions"
"td-title-description_descriptions","not-impl",
"td-title-description_titles","not-impl",
"td-unique-identifiers","pass",
"td-uriVariables-dataschema","not-impl",
"td-uriVariables-names","not-impl",
"td-version","not-impl","data should have required property 'version'"
"td-version-container","not-impl","data should have required property 'version'"
"td-vocab-actions","not-impl","data should have required property 'actions'"
"td-vocab-alg","pass",
"td-vocab-anchor","not-impl","data should have required property 'links'"
"td-vocab-authorization","pass",
"td-vocab-base","pass",
"td-vocab-cancellation","not-impl","data should have required property 'events'"
"td-vocab-const","not-impl",
"td-vocab-contentType-1","not-impl",
"td-vocab-contentType-2","pass",
"td-vocab-created","not-impl","data should have required property 'created'"
"td-vocab-data","not-impl","data should have required property 'events'"
"td-vocab-description","not-impl",
"td-vocab-description","not-impl","Error message can be seen in the children assertions"
"td-vocab-description_security","not-impl",
"td-vocab-descriptions","not-impl",
"td-vocab-enum","not-impl",
"td-vocab-events","not-impl","data should have required property 'events'"
"td-vocab-flow","not-impl",
"td-vocab-format","pass",
"td-vocab-forms-1","not-impl","data should have required property 'forms'"
"td-vocab-forms-2","pass",
"td-vocab-href","pass",
"td-vocab-idempotent","not-impl","data should have required property 'actions'"
"td-vocab-identity","not-impl",
"td-vocab-in","not-impl",
"td-vocab-input","not-impl","data should have required property 'actions'"
"td-vocab-instance","not-impl","data should have required property 'version'"
"td-vocab-items","not-impl",
"td-vocab-lastModified","not-impl","data should have required property 'lastModified'"
"td-vocab-links","not-impl","data should have required property 'links'"
"td-vocab-maxItems","not-impl",
"td-vocab-maximum-1","not-impl",
"td-vocab-maximum-2","not-impl",
"td-vocab-minItems","not-impl",
"td-vocab-minimum-1","not-impl",
"td-vocab-minimum-2","not-impl",
"td-vocab-name-1","pass",
"td-vocab-name-2","not-impl",
"td-vocab-observable","pass",
"td-vocab-oneOf","not-impl",
"td-vocab-op","pass",
"td-vocab-output","not-impl","data should have required property 'actions'"
"td-vocab-properties-1","pass",
"td-vocab-properties-2","pass",
"td-vocab-proxy","not-impl",
"td-vocab-qop","not-impl",
"td-vocab-readOnly","not-impl",
"td-vocab-refresh","not-impl",
"td-vocab-rel","not-impl","data should have required property 'links'"
"td-vocab-required","not-impl",
"td-vocab-response","not-impl",
"td-vocab-safe","not-impl","data should have required property 'actions'"
"td-vocab-scheme","pass",
"td-vocab-scopes","not-impl",
"td-vocab-security-1","pass",
"td-vocab-security-2","not-impl",
"td-vocab-security-3","not-impl","data should be equal to constant, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema"
"td-vocab-securityDefinitions","pass",
"td-vocab-subprotocol","pass",
"td-vocab-subscription","not-impl","data should have required property 'events'"
"td-vocab-support","not-impl","data should have required property 'support'"
"td-vocab-title","pass",
"td-vocab-titles","not-impl",
"td-vocab-token","not-impl",
"td-vocab-type-1","not-impl","data should have required property 'links'"
"td-vocab-type-2","pass",
"td-vocab-unit","not-impl",
"td-vocab-uriVariables","not-impl",
"td-vocab-version","not-impl","data should have required property 'version'"
"td-vocab-writeOnly","not-impl",
"td-vocabulary","pass",
