"ID","Status","Comment"
"client-data-schema","null",
"client-data-schema-accept-extras","null",
"client-data-schema-no-extras","null",
"client-uri-template","null",
"server-data-schema","null",
"server-data-schema-extras","null",
"server-uri-template","null",
"td-action-arrays","not-impl",
"td-action-arrays_forms","pass",
"td-action-arrays_scopes","not-impl",
"td-action-arrays_security","not-impl",
"td-action-names","not-impl",
"td-action-names_description","pass",
"td-action-names_descriptions","not-impl",
"td-action-names_forms","pass",
"td-action-names_idempotent","pass",
"td-action-names_input","pass",
"td-action-names_output","pass",
"td-action-names_safe","pass",
"td-action-names_scopes","not-impl",
"td-action-names_security","not-impl",
"td-action-names_title","pass",
"td-action-names_titles","not-impl",
"td-action-names_uriVariables","not-impl",
"td-action-objects","pass",
"td-action-objects_input","pass",
"td-action-objects_output","pass",
"td-actions","pass",
"td-actions_existence","pass",
"td-actions_uniqueness","pass",
"td-additional-contexts","not-impl",
"td-arrays","not-impl",
"td-arrays_forms","pass",
"td-arrays_links","not-impl",
"td-arrays_scopes","not-impl",
"td-arrays_security","pass",
"td-at-type","pass",
"td-content-type-default","null",
"td-context","pass",
"td-context-toplevel","pass",
"td-data-schema","not-impl",
"td-data-schema-arrays","not-impl",
"td-data-schema-arrays_enum","not-impl",
"td-data-schema-arrays_oneOf","not-impl",
"td-data-schema-arrays_required","not-impl",
"td-data-schema-objects","null",
"td-data-schema_const","not-impl",
"td-data-schema_description","pass",
"td-data-schema_descriptions","not-impl",
"td-data-schema_enum","not-impl",
"td-data-schema_items","pass",
"td-data-schema_maxItems","not-impl",
"td-data-schema_maximum1","not-impl",
"td-data-schema_maximum2","not-impl",
"td-data-schema_minItems","not-impl",
"td-data-schema_minimum1","not-impl",
"td-data-schema_minimum2","not-impl",
"td-data-schema_oneOf","not-impl",
"td-data-schema_properties","pass",
"td-data-schema_readOnly","pass",
"td-data-schema_required","not-impl",
"td-data-schema_title","not-impl",
"td-data-schema_titles","not-impl",
"td-data-schema_type","pass",
"td-data-schema_unit","not-impl",
"td-data-schema_writeOnly","pass",
"td-default-alg","null",
"td-default-contentType","null",
"td-default-flow","null",
"td-default-format","null",
"td-default-idempotent","null",
"td-default-in-1","null",
"td-default-in-2","null",
"td-default-observable","null",
"td-default-qop","null",
"td-default-readOnly","null",
"td-default-safe","null",
"td-default-writeOnly","null",
"td-event-arrays","not-impl",
"td-event-arrays_forms","pass",
"td-event-arrays_scopes","not-impl",
"td-event-arrays_security","not-impl",
"td-event-names","not-impl",
"td-event-names_cancellation","pass",
"td-event-names_data","pass",
"td-event-names_description","pass",
"td-event-names_descriptions","not-impl",
"td-event-names_forms","pass",
"td-event-names_scopes","not-impl",
"td-event-names_security","not-impl",
"td-event-names_subscription","pass",
"td-event-names_title","pass",
"td-event-names_titles","not-impl",
"td-event-names_uriVariables","not-impl",
"td-event-objects","pass",
"td-event-objects_cancellation","pass",
"td-event-objects_data","pass",
"td-event-objects_subscription","pass",
"td-event-response-object","not-impl",
"td-events","pass",
"td-events_existence","pass",
"td-events_uniqueness","pass",
"td-form-protocolbindings","null",
"td-forms-response","not-impl",
"td-integer-type","pass",
"td-jsonld-keywords","pass",
"td-jsonld-keywords_at-context","pass",
"td-jsonld-keywords_at-type","pass",
"td-links","not-impl",
"td-media-type","null",
"td-multi-languages","not-impl",
"td-multi-languages_descriptions","not-impl",
"td-multi-languages_titles","not-impl",
"td-number-type","pass",
"td-objects","pass",
"td-objects_securityDefinitions","pass",
"td-objects_version","pass",
"td-op-for-action","not-impl",
"td-op-for-event","pass",
"td-op-for-property","pass",
"td-op-for-thing","pass",
"td-properties","pass",
"td-properties_existence","pass",
"td-properties_uniqueness","pass",
"td-property-arrays","not-impl",
"td-property-arrays_forms","pass",
"td-property-arrays_scopes","not-impl",
"td-property-arrays_security","not-impl",
"td-property-names","not-impl",
"td-property-names_const","not-impl",
"td-property-names_description","pass",
"td-property-names_descriptions","not-impl",
"td-property-names_enum","not-impl",
"td-property-names_forms","pass",
"td-property-names_items","not-impl",
"td-property-names_maxItems","not-impl",
"td-property-names_maximum","not-impl",
"td-property-names_minItems","not-impl",
"td-property-names_minimum","not-impl",
"td-property-names_observable","pass",
"td-property-names_oneOf","not-impl",
"td-property-names_properties","pass",
"td-property-names_readOnly","pass",
"td-property-names_required","not-impl",
"td-property-names_scopes","not-impl",
"td-property-names_security","not-impl",
"td-property-names_title","pass",
