"ID","Status","additionalInfo"
"td-vocab-scheme","pass",
"td-vocab-scopes","not-impl",
"td-vocab-security-1","pass",
"td-vocab-security-2","not-impl",
"td-vocab-security-3","not-impl",
"td-vocab-securityDefinitions","pass",
"td-vocab-subprotocol","not-impl",
"td-vocab-subscription","not-impl",
"td-vocab-support","not-impl","data should have required property 'support'"
"td-vocab-title","pass",
"td-vocab-titles","not-impl",
"td-vocab-token","not-impl",
"td-vocab-type-1","not-impl",
"td-vocab-type-2","pass",
"td-vocab-unit","not-impl",
"td-vocab-uriVariables","not-impl",
"td-vocab-version","not-impl","data should have required property 'version'"
"td-vocab-writeOnly","not-impl",
"td-vocabulary","pass",
